time,strategy,state,action,label,confidence,filtered_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,width,height
2026-06-30T14:25:05.819995,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.885544,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.944559,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.010614,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.077739,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.149457,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.211175,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.278049,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.343509,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.409333,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.476038,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.543136,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.610831,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.682729,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.749315,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.814758,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.874501,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:06.943661,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.012579,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.079720,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.141897,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.185481,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.244934,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.307604,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.377882,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.449534,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.514495,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.576436,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:07.646302,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
